GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G2400150","1930","Maryland","240","Cecil","0150","Cecil",12486,10737,1379,1216,6,3
"G2400170","1930","Maryland","240","Charles","0170","Charles",4593,4081,3896,3596,0,0
"G2400190","1930","Maryland","240","Dorchester","0190","Dorchester",9609,9372,4075,3755,2,0
"G2400210","1930","Maryland","240","Frederick","0210","Frederick",24666,25058,2400,2313,3,0
"G2400230","1930","Maryland","240","Garrett","0230","Garrett",10401,9481,14,10,2,0
"G2400250","1930","Maryland","240","Harford","0250","Harford",15117,12458,2144,1879,5,0
"G2400270","1930","Maryland","240","Howard","0270","Howard",6624,6272,1733,1537,1,2
"G2400290","1930","Maryland","240","Kent","0290","Kent",4970,4834,2341,2096,1,0
"G2400310","1930","Maryland","240","Montgomery","0310","Montgomery",20118,20798,4204,4062,14,10
"G2400330","1930","Maryland","240","Prince Georges","0330","Prince Georges",23858,22190,7333,6690,14,10
"G2400350","1930","Maryland","240","Queen Anne's","0350","Queen Anne's",5251,4940,2373,2006,1,0
"G2400370","1930","Maryland","240","St Mary's","0370","St Mary's",5132,4465,2958,2634,0,0
"G2400390","1930","Maryland","240","Somerset","0390","Somerset",7819,7452,4217,3894,0,0
"G2400410","1930","Maryland","240","Talbot","0410","Talbot",6371,6256,3064,2879,11,2
"G2400430","1930","Maryland","240","Washington","0430","Washington",31643,32222,978,1032,7,0
"G2400450","1930","Maryland","240","Wicomico","0450","Wicomico",12059,12412,3410,3340,7,1
"G2400470","1930","Maryland","240","Worcester","0470","Worcester",7577,7335,3422,3290,0,0
"G2405100","1930","Maryland","240","Baltimore City","5100","Baltimore City",325327,336797,70043,72063,518,126
"G2500010","1930","Massachusetts","250","Barnstable","0010","Barnstable",15023,15274,884,758,194,172
"G2500030","1930","Massachusetts","250","Berkshire","0030","Berkshire",59233,60329,549,539,46,4
"G2500050","1930","Massachusetts","250","Bristol","0050","Bristol",173934,185230,2644,2518,196,68
"G2500070","1930","Massachusetts","250","Dukes","0070","Dukes",2257,2316,95,107,89,89
"G2500090","1930","Massachusetts","250","Essex","0090","Essex",241481,254361,943,980,222,53
"G2500110","1930","Massachusetts","250","Franklin","0110","Franklin",24845,24636,70,54,7,0
"G2500130","1930","Massachusetts","250","Hampden","0130","Hampden",162389,169333,1824,1824,109,17
"G2500150","1930","Massachusetts","250","Hampshire","0150","Hampshire",35494,37024,130,122,20,11
"G2500170","1930","Massachusetts","250","Middlesex","0170","Middlesex",443196,481126,4772,5270,468,92
"G2500190","1930","Massachusetts","250","Nantucket","0190","Nantucket",1658,1739,146,133,2,0
"G2500210","1930","Massachusetts","250","Norfolk","0210","Norfolk",141444,156788,408,614,133,39
"G2500230","1930","Massachusetts","250","Plymouth","0230","Plymouth",78604,79626,2172,1771,108,30
"G2500250","1930","Massachusetts","250","Suffolk","0250","Suffolk",420929,435665,10451,10575,1595,321
"G2500270","1930","Massachusetts","250","Worcester","0270","Worcester",241726,247266,1009,1003,173,65
"G2600010","1930","Michigan","260","Alcona","0010","Alcona",2716,2227,0,0,23,23
"G2600030","1930","Michigan","260","Alger","0030","Alger",5177,4131,13,4,1,1
"G2600050","1930","Michigan","260","Allegan","0050","Allegan",19951,18723,92,81,74,53
"G2600070","1930","Michigan","260","Alpena","0070","Alpena",9684,8850,0,0,20,20
"G2600090","1930","Michigan","260","Antrim","0090","Antrim",5260,4615,8,13,41,42
"G2600110","1930","Michigan","260","Arenac","0110","Arenac",4189,3711,0,0,58,49
"G2600130","1930","Michigan","260","Baraga","0130","Baraga",4697,3977,1,0,246,247
"G2600150","1930","Michigan","260","Barry","0150","Barry",10755,10145,6,5,9,8
"G2600170","1930","Michigan","260","Bay","0170","Bay",35082,33965,94,78,128,127
"G2600190","1930","Michigan","260","Benzie","0190","Benzie",3408,3084,21,26,30,18
"G2600210","1930","Michigan","260","Berrien","0210","Berrien",40563,38548,996,840,71,48
"G2600230","1930","Michigan","260","Branch","0230","Branch",12052,11835,30,19,8,6
"G2600250","1930","Michigan","260","Calhoun","0250","Calhoun",42829,41159,1514,1388,85,68
"G2600270","1930","Michigan","260","Cass","0270","Cass",10047,9601,629,547,37,27
"G2600290","1930","Michigan","260","Charlevoix","0290","Charlevoix",6043,5646,14,17,138,123
"G2600310","1930","Michigan","260","Cheboygan","0310","Cheboygan",6015,5365,19,14,52,37
"G2600330","1930","Michigan","260","Chippewa","0330","Chippewa",13116,11177,16,14,408,316
"G2600350","1930","Michigan","260","Clare","0350","Clare",3682,3334,1,2,7,6
"G2600370","1930","Michigan","260","Clinton","0370","Clinton",12626,11516,3,6,12,11
"G2600390","1930","Michigan","260","Crawford","0390","Crawford",1624,1446,6,6,6,9
"G2600410","1930","Michigan","260","Delta","0410","Delta",17036,14954,15,12,144,119
"G2600430","1930","Michigan","260","Dickinson","0430","Dickinson",15774,14142,7,5,9,4
"G2600450","1930","Michigan","260","Eaton","0450","Eaton",16303,15348,21,25,14,17
"G2600470","1930","Michigan","260","Emmet","0470","Emmet",7302,7043,32,31,365,336
"G2600490","1930","Michigan","260","Genesee","0490","Genesee",107064,97971,3090,2735,484,297
"G2600510","1930","Michigan","260","Gladwin","0510","Gladwin",3855,3554,5,1,6,3
"G2600530","1930","Michigan","260","Gogebic","0530","Gogebic",17104,14361,3,0,58,51
"G2600550","1930","Michigan","260","Grand Traverse","0550","Grand Traverse",10135,9759,34,21,37,25
"G2600570","1930","Michigan","260","Gratiot","0570","Gratiot",15444,14571,45,30,87,75
"G2600590","1930","Michigan","260","Hillsdale","0590","Hillsdale",13958,13429,7,4,13,6
"G2600610","1930","Michigan","260","Houghton","0610","Houghton",28057,24689,11,15,54,25
"G2600630","1930","Michigan","260","Huron","0630","Huron",16273,14622,4,5,131,97
"G2600650","1930","Michigan","260","Ingham","0650","Ingham",58547,56474,816,658,59,33
"G2600670","1930","Michigan","260","Ionia","0670","Ionia",18702,16008,309,30,40,4
"G2600690","1930","Michigan","260","Iosco","0690","Iosco",3952,3515,2,2,30,16
"G2600710","1930","Michigan","260","Iron","0710","Iron",11105,9691,4,2,3,0
"G2600730","1930","Michigan","260","Isabella","0730","Isabella",10671,9750,66,54,319,266
"G2600750","1930","Michigan","260","Jackson","0750","Jackson",46929,42681,1741,740,166,47
"G2600770","1930","Michigan","260","Kalamazoo","0770","Kalamazoo",45075,45181,540,491,67,14
"G2600790","1930","Michigan","260","Kalkaska","0790","Kalkaska",2080,1709,1,0,5,4
"G2600810","1930","Michigan","260","Kent","0810","Kent",117655,119595,1490,1459,175,137
"G2600830","1930","Michigan","260","Keweenaw","0830","Keweenaw",2812,2264,0,0,0,0
"G2600850","1930","Michigan","260","Lake","0850","Lake",1961,1692,208,190,6,9
"G2600870","1930","Michigan","260","Lapeer","0870","Lapeer",14574,13619,50,55,29,21
"G2600890","1930","Michigan","260","Leelanau","0890","Leelanau",4191,3711,1,0,171,132
"G2600910","1930","Michigan","260","Lenawee","0910","Lenawee",24638,24927,107,119,28,30
"G2600930","1930","Michigan","260","Livingston","0930","Livingston",9988,9186,42,35,13,10
"G2600950","1930","Michigan","260","Luce","0950","Luce",3582,2858,1,3,51,33
"G2600970","1930","Michigan","260","Mackinac","0970","Mackinac",4620,3786,5,6,203,163
"G2600990","1930","Michigan","260","Macomb","0990","Macomb",39464,36092,735,778,55,22
"G2601010","1930","Michigan","260","Manistee","1010","Manistee",8810,8447,31,29,48,44
"G2601030","1930","Michigan","260","Marquette","1030","Marquette",23214,20605,185,5,37,30
"G2601050","1930","Michigan","260","Mason","1050","Mason",9687,8901,18,22,68,60
"G2601070","1930","Michigan","260","Mecosta","1070","Mecosta",8136,7387,96,81,21,17
"G2601090","1930","Michigan","260","Menominee","1090","Menominee",12246,11274,0,1,66,65
"G2601110","1930","Michigan","260","Midland","1110","Midland",10108,8942,35,36,17,12
"G2601130","1930","Michigan","260","Missaukee","1130","Missaukee",3733,3217,3,8,19,12
"G2601150","1930","Michigan","260","Monroe","1150","Monroe",27306,24620,280,191,46,42
"G2601170","1930","Michigan","260","Montcalm","1170","Montcalm",14125,13231,55,44,8,8
"G2601190","1930","Michigan","260","Montmorency","1190","Montmorency",1551,1260,0,0,2,1
"G2601210","1930","Michigan","260","Muskegon","1210","Muskegon",42686,40320,789,587,147,101
"G2601230","1930","Michigan","260","Newaygo","1230","Newaygo",8903,7993,62,66,4,1
"G2601250","1930","Michigan","260","Oakland","1250","Oakland",107349,98555,2204,2056,705,382
"G2601270","1930","Michigan","260","Oceana","1270","Oceana",7039,6609,13,12,77,55
"G2601290","1930","Michigan","260","Ogemaw","1290","Ogemaw",3558,3036,1,0,0,0
"G2601310","1930","Michigan","260","Ontonagon","1310","Ontonagon",6245,4862,0,0,5,2
"G2601330","1930","Michigan","260","Osceola","1330","Osceola",6700,6080,12,9,1,4
"G2601350","1930","Michigan","260","Oscoda","1350","Oscoda",900,828,0,0,0,0
"G2601370","1930","Michigan","260","Otsego","1370","Otsego",2984,2452,4,3,70,41
"G2601390","1930","Michigan","260","Ottawa","1390","Ottawa",28213,26522,30,26,44,23
"G2601410","1930","Michigan","260","Presque Isle","1410","Presque Isle",5991,5337,1,0,1,0
"G2601430","1930","Michigan","260","Roscommon","1430","Roscommon",1107,946,1,1,0,0
"G2601450","1930","Michigan","260","Saginaw","1450","Saginaw",58841,56538,1680,1235,1602,821
"G2601470","1930","Michigan","260","St Clair","1470","St Clair",33586,32242,582,551,395,207
"G2601490","1930","Michigan","260","St Joseph","1490","St Joseph",15514,14948,77,56,10,13
"G2601510","1930","Michigan","260","Sanilac","1510","Sanilac",14692,13024,6,2,16,11
"G2601530","1930","Michigan","260","Schoolcraft","1530","Schoolcraft",4498,3872,1,2,39,39
"G2601550","1930","Michigan","260","Shiawassee","1550","Shiawassee",20222,19213,6,1,45,30
"G2601570","1930","Michigan","260","Tuscola","1570","Tuscola",17185,15543,27,17,85,77
"G2601590","1930","Michigan","260","Van Buren","1590","Van Buren",16464,15638,254,202,43,36
"G2601610","1930","Michigan","260","Washtenaw","1610","Washtenaw",31034,31809,1375,1191,79,42
"G2601630","1930","Michigan","260","Wayne","1630","Wayne",916411,831498,68241,63506,6345,2945
"G2601650","1930","Michigan","260","Wexford","1650","Wexford",8634,8146,12,11,13,11
"G2700010","1930","Minnesota","270","Aitkin","0010","Aitkin",8067,6828,5,6,52,51
"G2700030","1930","Minnesota","270","Anoka","0030","Anoka",9420,8946,16,9,12,12
"G2700050","1930","Minnesota","270","Becker","0050","Becker",10920,9701,0,1,956,925
"G2700070","1930","Minnesota","270","Beltrami","0070","Beltrami",10018,8699,8,6,1004,972
"G2700090","1930","Minnesota","270","Benton","0090","Benton",7837,7214,0,0,5,0
"G2700110","1930","Minnesota","270","Big Stone","0110","Big Stone",5181,4651,1,0,2,3
"G2700130","1930","Minnesota","270","Blue Earth","0130","Blue Earth",16910,16571,5,1,226,134
"G2700150","1930","Minnesota","270","Brown","0150","Brown",11958,11459,2,1,4,4
"G2700170","1930","Minnesota","270","Carlton","0170","Carlton",11179,9567,0,0,243,243
"G2700190","1930","Minnesota","270","Carver","0190","Carver",8853,8023,0,1,31,28
"G2700210","1930","Minnesota","270","Cass","0210","Cass",7753,6515,10,6,673,634
"G2700230","1930","Minnesota","270","Chippewa","0230","Chippewa",8233,7517,0,1,7,4
"G2700250","1930","Minnesota","270","Chisago","0250","Chisago",7121,6060,1,0,5,2
"G2700270","1930","Minnesota","270","Clay","0270","Clay",11960,11045,10,10,53,42
"G2700290","1930","Minnesota","270","Clearwater","0290","Clearwater",5066,4018,1,0,255,206
"G2700310","1930","Minnesota","270","Cook","0310","Cook",1359,870,10,5,96,95
"G2700330","1930","Minnesota","270","Cottonwood","0330","Cottonwood",7685,7092,1,4,0,0
"G2700350","1930","Minnesota","270","Crow Wing","0350","Crow Wing",13406,12180,2,2,19,18
"G2700370","1930","Minnesota","270","Dakota","0370","Dakota",18496,15907,14,9,97,69
"G2700390","1930","Minnesota","270","Dodge","0390","Dodge",6342,5775,1,2,5,2
"G2700410","1930","Minnesota","270","Douglas","0410","Douglas",9783,9006,6,4,8,6
"G2700430","1930","Minnesota","270","Faribault","0430","Faribault",10983,10360,4,1,174,120
"G2700450","1930","Minnesota","270","Fillmore","0450","Fillmore",12852,11896,0,0,0,0
"G2700470","1930","Minnesota","270","Freeborn","0470","Freeborn",14879,13678,9,6,85,84
"G2700490","1930","Minnesota","270","Goodhue","0490","Goodhue",16349,14849,24,7,49,39
"G2700510","1930","Minnesota","270","Grant","0510","Grant",5088,4468,1,0,1,0
"G2700530","1930","Minnesota","270","Hennepin","0530","Hennepin",251111,261646,2238,2019,556,215
"G2700550","1930","Minnesota","270","Houston","0550","Houston",7250,6570,0,1,9,15
"G2700570","1930","Minnesota","270","Hubbard","0570","Hubbard",5129,4451,1,0,8,7
"G2700590","1930","Minnesota","270","Isanti","0590","Isanti",6523,5556,1,1,0,0
"G2700610","1930","Minnesota","270","Itasca","0610","Itasca",14680,12049,3,1,268,223
"G2700630","1930","Minnesota","270","Jackson","0630","Jackson",8267,7504,2,0,50,40
"G2700650","1930","Minnesota","270","Kanabec","0650","Kanabec",4619,3939,0,0,0,0
"G2700670","1930","Minnesota","270","Kandiyohi","0670","Kandiyohi",12289,11187,6,0,56,36
"G2700690","1930","Minnesota","270","Kittson","0690","Kittson",5287,4366,2,8,13,12
"G2700710","1930","Minnesota","270","Koochiching","0710","Koochiching",7816,6078,9,6,86,83
"G2700730","1930","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",8161,7235,0,0,2,0
"G2700750","1930","Minnesota","270","Lake","0750","Lake",3896,3163,2,1,4,2
"G2700770","1930","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",2349,1837,0,0,2,6
"G2700790","1930","Minnesota","270","Le Sueur","0790","Le Sueur",9377,8595,3,3,4,8
"G2700810","1930","Minnesota","270","Lincoln","0810","Lincoln",6011,5291,0,0,0,1
"G2700830","1930","Minnesota","270","Lyon","0830","Lyon",10010,9315,0,0,1,0
"G2700850","1930","Minnesota","270","McLeod","0850","Mcleod",10590,9912,2,1,11,6
"G2700870","1930","Minnesota","270","Mahnomen","0870","Mahnomen",2422,2119,0,0,838,774
"G2700890","1930","Minnesota","270","Marshall","0890","Marshall",9137,7777,0,0,62,27
"G2700910","1930","Minnesota","270","Martin","0910","Martin",11500,10650,2,2,127,120
"G2700930","1930","Minnesota","270","Meeker","0930","Meeker",9451,8412,0,1,29,21
"G2700950","1930","Minnesota","270","Mille Lacs","0950","Mille Lacs",7307,6467,2,2,145,153
"G2700970","1930","Minnesota","270","Morrison","0970","Morrison",13296,12117,0,1,12,16
"G2700990","1930","Minnesota","270","Mower","0990","Mower",14590,13456,5,6,8,0
"G2701010","1930","Minnesota","270","Murray","1010","Murray",7333,6567,0,1,0,1
"G2701030","1930","Minnesota","270","Nicollet","1030","Nicollet",8610,7803,32,10,49,46
"G2701050","1930","Minnesota","270","Nobles","1050","Nobles",9563,8773,1,4,150,127
"G2701070","1930","Minnesota","270","Norman","1070","Norman",7529,6492,0,0,24,16
"G2701090","1930","Minnesota","270","Olmsted","1090","Olmsted",17096,18277,25,13,10,5
"G2701110","1930","Minnesota","270","Otter Tail","1110","Otter Tail",26652,24247,39,43,20,5
"G2701130","1930","Minnesota","270","Pennington","1130","Pennington",5517,4955,3,0,5,7
"G2701150","1930","Minnesota","270","Pine","1150","Pine",10821,9240,8,8,103,84
"G2701170","1930","Minnesota","270","Pipestone","1170","Pipestone",6396,5786,0,0,28,28
"G2701190","1930","Minnesota","270","Polk","1190","Polk",18925,16809,3,3,172,107
"G2701210","1930","Minnesota","270","Pope","1210","Pope",6960,6118,2,0,2,3
"G2701230","1930","Minnesota","270","Ramsey","1230","Ramsey",136878,144850,2097,1929,572,395
"G2701250","1930","Minnesota","270","Red Lake","1250","Red Lake",3689,3194,1,3,0,0
"G2701270","1930","Minnesota","270","Redwood","1270","Redwood",10677,9760,4,11,80,88
"G2701290","1930","Minnesota","270","Renville","1290","Renville",12403,11123,3,0,58,58
"G2701310","1930","Minnesota","270","Rice","1310","Rice",15053,14881,7,8,10,15
"G2701330","1930","Minnesota","270","Rock","1330","Rock",5771,5184,2,5,0,0
"G2701350","1930","Minnesota","270","Roseau","1350","Roseau",6869,5677,1,0,38,36
"G2701370","1930","Minnesota","270","St Louis","1370","St Louis",106142,97317,233,220,373,311
"G2701390","1930","Minnesota","270","Scott","1390","Scott",7363,6736,2,2,11,2
"G2701410","1930","Minnesota","270","Sherburne","1410","Sherburne",5565,4086,23,8,27,0
"G2701430","1930","Minnesota","270","Sibley","1430","Sibley",8367,7415,0,0,51,32
"G2701450","1930","Minnesota","270","Stearns","1450","Stearns",31622,30450,14,9,7,19
"G2701470","1930","Minnesota","270","Steele","1470","Steele",9463,8913,14,5,46,34
"G2701490","1930","Minnesota","270","Stevens","1490","Stevens",5434,4750,0,0,1,0
"G2701510","1930","Minnesota","270","Swift","1510","Swift",7741,6989,3,2,0,0
"G2701530","1930","Minnesota","270","Todd","1530","Todd",13645,12512,0,2,5,6
"G2701550","1930","Minnesota","270","Traverse","1550","Traverse",4223,3713,0,0,2,0
"G2701570","1930","Minnesota","270","Wabasha","1570","Wabasha",9143,8454,6,1,7,2
"G2701590","1930","Minnesota","270","Wadena","1590","Wadena",5735,5255,0,0,0,0
"G2701610","1930","Minnesota","270","Waseca","1610","Waseca",7407,6854,5,4,78,64
"G2701630","1930","Minnesota","270","Washington","1630","Washington",13324,11284,54,10,58,23
"G2701650","1930","Minnesota","270","Watonwan","1650","Watonwan",6646,6124,4,1,15,12
"G2701670","1930","Minnesota","270","Wilkin","1670","Wilkin",5164,4623,2,1,1,0
"G2701690","1930","Minnesota","270","Winona","1690","Winona",17687,17442,5,2,4,4
"G2701710","1930","Minnesota","270","Wright","1710","Wright",14281,12825,2,0,7,4
"G2701730","1930","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",8649,7799,1,0,90,86
"G2800010","1930","Mississippi","280","Adams","0010","Adams",3969,4163,7095,8329,8,0
"G2800030","1930","Mississippi","280","Alcorn","0030","Alcorn",9870,9653,1943,2187,0,0
"G2800050","1930","Mississippi","280","Amite","0050","Amite",4778,4517,5155,5262,0,0
"G2800070","1930","Mississippi","280","Attala","0070","Attala",7668,7489,5400,5473,5,0
"G2800090","1930","Mississippi","280","Benton","0090","Benton",2660,2484,2319,2350,0,0
"G2800110","1930","Mississippi","280","Bolivar","0110","Bolivar",9303,8549,26338,26253,362,246
"G2800130","1930","Mississippi","280","Calhoun","0130","Calhoun",7306,7197,1850,1727,0,0
"G2800150","1930","Mississippi","280","Carroll","0150","Carroll",4306,4185,5657,5616,1,0
"G2800170","1930","Mississippi","280","Chickasaw","0170","Chickasaw",5199,5175,5074,5387,0,0
"G2800190","1930","Mississippi","280","Choctaw","0190","Choctaw",4453,4413,1648,1825,0,0
"G2800210","1930","Mississippi","280","Claiborne","0210","Claiborne",1594,1518,4465,4571,3,1
"G2800230","1930","Mississippi","280","Clarke","0230","Clarke",5978,5651,4056,3992,1,1
"G2800250","1930","Mississippi","280","Clay","0250","Clay",3412,3438,5355,5725,1,0
