GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G5400630","2010","West Virginia","54","540","Monroe County","063","0630","Monroe County",3915,11159
"G5400650","2010","West Virginia","54","540","Morgan County","065","0650","Morgan County",5015,14224
"G5400670","2010","West Virginia","54","540","Nicholas County","067","0670","Nicholas County",7591,21605
"G5400690","2010","West Virginia","54","540","Ohio County","069","0690","Ohio County",11181,31969
"G5400710","2010","West Virginia","54","540","Pendleton County","071","0710","Pendleton County",2179,6095
"G5400730","2010","West Virginia","54","540","Pleasants County","073","0730","Pleasants County",2021,5855
"G5400750","2010","West Virginia","54","540","Pocahontas County","075","0750","Pocahontas County",2373,6532
"G5400770","2010","West Virginia","54","540","Preston County","077","0770","Preston County",9038,25707
"G5400790","2010","West Virginia","54","540","Putnam County","079","0790","Putnam County",16176,47388
"G5400810","2010","West Virginia","54","540","Raleigh County","081","0810","Raleigh County",21322,61228
"G5400830","2010","West Virginia","54","540","Randolph County","083","0830","Randolph County",7753,21761
"G5400850","2010","West Virginia","54","540","Ritchie County","085","0850","Ritchie County",2960,8437
"G5400870","2010","West Virginia","54","540","Roane County","087","0870","Roane County",4193,12126
"G5400890","2010","West Virginia","54","540","Summers County","089","0890","Summers County",3632,10133
"G5400910","2010","West Virginia","54","540","Taylor County","091","0910","Taylor County",4703,13596
"G5400930","2010","West Virginia","54","540","Tucker County","093","0930","Tucker County",2052,5685
"G5400950","2010","West Virginia","54","540","Tyler County","095","0950","Tyler County",2638,7504
"G5400970","2010","West Virginia","54","540","Upshur County","097","0970","Upshur County",6528,18805
"G5400990","2010","West Virginia","54","540","Wayne County","099","0990","Wayne County",12128,35364
"G5401010","2010","West Virginia","54","540","Webster County","101","1010","Webster County",2595,7467
"G5401030","2010","West Virginia","54","540","Wetzel County","103","1030","Wetzel County",4768,13500
"G5401050","2010","West Virginia","54","540","Wirt County","105","1050","Wirt County",1689,4755
"G5401070","2010","West Virginia","54","540","Wood County","107","1070","Wood County",24262,69107
"G5401090","2010","West Virginia","54","540","Wyoming County","109","1090","Wyoming County",6947,20168
"G5500010","2010","Wisconsin","55","550","Adams County","001","0010","Adams County",5755,15410
"G5500030","2010","Wisconsin","55","550","Ashland County","003","0030","Ashland County",4091,11880
"G5500050","2010","Wisconsin","55","550","Barron County","005","0050","Barron County",12626,36022
"G5500070","2010","Wisconsin","55","550","Bayfield County","007","0070","Bayfield County",4368,11818
"G5500090","2010","Wisconsin","55","550","Brown County","009","0090","Brown County",63721,192352
"G5500110","2010","Wisconsin","55","550","Buffalo County","011","0110","Buffalo County",3808,10891
"G5500130","2010","Wisconsin","55","550","Burnett County","013","0130","Burnett County",4475,12132
"G5500150","2010","Wisconsin","55","550","Calumet County","015","0150","Calumet County",13780,42230
"G5500170","2010","Wisconsin","55","550","Chippewa County","017","0170","Chippewa County",16677,48940
"G5500190","2010","Wisconsin","55","550","Clark County","019","0190","Clark County",8884,28969
"G5500210","2010","Wisconsin","55","550","Columbia County","021","0210","Columbia County",15424,45014
"G5500230","2010","Wisconsin","55","550","Crawford County","023","0230","Crawford County",4479,12780
"G5500250","2010","Wisconsin","55","550","Dane County","025","0250","Dane County",116752,344353
"G5500270","2010","Wisconsin","55","550","Dodge County","027","0270","Dodge County",23082,67774
"G5500290","2010","Wisconsin","55","550","Door County","029","0290","Door County",8137,21850
"G5500310","2010","Wisconsin","55","550","Douglas County","031","0310","Douglas County",11484,32598
"G5500330","2010","Wisconsin","55","550","Dunn County","033","0330","Dunn County",10289,30316
"G5500350","2010","Wisconsin","55","550","Eau Claire County","035","0350","Eau Claire County",23534,68846
"G5500370","2010","Wisconsin","55","550","Florence County","037","0370","Florence County",1297,3471
"G5500390","2010","Wisconsin","55","550","Fond du Lac County","039","0390","Fond du Lac County",26994,79189
"G5500410","2010","Wisconsin","55","550","Forest County","041","0410","Forest County",2525,7123
"G5500430","2010","Wisconsin","55","550","Grant County","043","0430","Grant County",12362,36380
"G5500450","2010","Wisconsin","55","550","Green County","045","0450","Green County",10172,29909
"G5500470","2010","Wisconsin","55","550","Green Lake County","047","0470","Green Lake County",5257,15355
"G5500490","2010","Wisconsin","55","550","Iowa County","049","0490","Iowa County",6514,19300
"G5500510","2010","Wisconsin","55","550","Iron County","051","0510","Iron County",1694,4410
"G5500530","2010","Wisconsin","55","550","Jackson County","053","0530","Jackson County",5236,15343
"G5500550","2010","Wisconsin","55","550","Jefferson County","055","0550","Jefferson County",21872,65290
"G5500570","2010","Wisconsin","55","550","Juneau County","057","0570","Juneau County",6810,19655
"G5500590","2010","Wisconsin","55","550","Kenosha County","059","0590","Kenosha County",42243,132232
"G5500610","2010","Wisconsin","55","550","Kewaunee County","061","0610","Kewaunee County",5717,16981
"G5500630","2010","Wisconsin","55","550","La Crosse County","063","0630","La Crosse County",27373,80594
"G5500650","2010","Wisconsin","55","550","Lafayette County","065","0650","Lafayette County",4571,13840
"G5500670","2010","Wisconsin","55","550","Langlade County","067","0670","Langlade County",5629,15696
"G5500690","2010","Wisconsin","55","550","Lincoln County","069","0690","Lincoln County",8176,22945
"G5500710","2010","Wisconsin","55","550","Manitowoc County","071","0710","Manitowoc County",22367,65075
"G5500730","2010","Wisconsin","55","550","Marathon County","073","0730","Marathon County",36326,109042
"G5500750","2010","Wisconsin","55","550","Marinette County","075","0750","Marinette County",11631,32228
"G5500770","2010","Wisconsin","55","550","Marquette County","077","0770","Marquette County",4347,12141
"G5500780","2010","Wisconsin","55","550","Menominee County","078","0780","Menominee County",1014,3577
"G5500790","2010","Wisconsin","55","550","Milwaukee County","079","0790","Milwaukee County",221019,692902
"G5500810","2010","Wisconsin","55","550","Monroe County","081","0810","Monroe County",11740,35754
"G5500830","2010","Wisconsin","55","550","Oconto County","083","0830","Oconto County",10755,30849
"G5500850","2010","Wisconsin","55","550","Oneida County","085","0850","Oneida County",10396,27908
"G5500870","2010","Wisconsin","55","550","Outagamie County","087","0870","Outagamie County",46997,142094
"G5500890","2010","Wisconsin","55","550","Ozaukee County","089","0890","Ozaukee County",24174,71755
"G5500910","2010","Wisconsin","55","550","Pepin County","091","0910","Pepin County",2085,6061
"G5500930","2010","Wisconsin","55","550","Pierce County","093","0930","Pierce County",10188,30308
"G5500950","2010","Wisconsin","55","550","Polk County","095","0950","Polk County",12256,35570
"G5500970","2010","Wisconsin","55","550","Portage County","097","0970","Portage County",17270,50501
"G5500990","2010","Wisconsin","55","550","Price County","099","0990","Price County",4029,11006
"G5501010","2010","Wisconsin","55","550","Racine County","101","1010","Racine County",51400,156324
"G5501030","2010","Wisconsin","55","550","Richland County","103","1030","Richland County",4852,14219
"G5501050","2010","Wisconsin","55","550","Rock County","105","1050","Rock County",42416,127352
"G5501070","2010","Wisconsin","55","550","Rusk County","107","1070","Rusk County",4013,11589
"G5501090","2010","Wisconsin","55","550","St. Croix County","109","1090","St. Croix County",23014,70556
"G5501110","2010","Wisconsin","55","550","Sauk County","111","1110","Sauk County",16634,48877
"G5501130","2010","Wisconsin","55","550","Sawyer County","113","1130","Sawyer County",4656,12899
"G5501150","2010","Wisconsin","55","550","Shawano County","115","1150","Shawano County",11566,33622
"G5501170","2010","Wisconsin","55","550","Sheboygan County","117","1170","Sheboygan County",30892,91831
"G5501190","2010","Wisconsin","55","550","Taylor County","119","1190","Taylor County",5689,16824
"G5501210","2010","Wisconsin","55","550","Trempealeau County","121","1210","Trempealeau County",7716,22790
"G5501230","2010","Wisconsin","55","550","Vernon County","123","1230","Vernon County",7893,24468
"G5501250","2010","Wisconsin","55","550","Vilas County","125","1250","Vilas County",6332,16848
"G5501270","2010","Wisconsin","55","550","Walworth County","127","1270","Walworth County",25918,78924
"G5501290","2010","Wisconsin","55","550","Washburn County","129","1290","Washburn County",4544,12489
"G5501310","2010","Wisconsin","55","550","Washington County","131","1310","Washington County",37114,111100
"G5501330","2010","Wisconsin","55","550","Waukesha County","133","1330","Waukesha County",108810,326885
"G5501350","2010","Wisconsin","55","550","Waupaca County","135","1350","Waupaca County",14274,41098
"G5501370","2010","Wisconsin","55","550","Waushara County","137","1370","Waushara County",6682,18873
"G5501390","2010","Wisconsin","55","550","Winnebago County","139","1390","Winnebago County",41523,120981
"G5501410","2010","Wisconsin","55","550","Wood County","141","1410","Wood County",20577,59102
"G5600010","2010","Wyoming","56","560","Albany County","001","0010","Albany County",7430,21065
"G5600030","2010","Wyoming","56","560","Big Horn County","003","0030","Big Horn County",3179,9697
"G5600050","2010","Wyoming","56","560","Campbell County","005","0050","Campbell County",11933,37093
"G5600070","2010","Wyoming","56","560","Carbon County","007","0070","Carbon County",4109,11965
"G5600090","2010","Wyoming","56","560","Converse County","009","0090","Converse County",3860,11314
"G5600110","2010","Wyoming","56","560","Crook County","011","0110","Crook County",2016,5847
"G5600130","2010","Wyoming","56","560","Fremont County","013","0130","Fremont County",10360,31828
"G5600150","2010","Wyoming","56","560","Goshen County","015","0150","Goshen County",3466,9772
"G5600170","2010","Wyoming","56","560","Hot Springs County","017","0170","Hot Springs County",1362,3679
"G5600190","2010","Wyoming","56","560","Johnson County","019","0190","Johnson County",2410,6812
"G5600210","2010","Wyoming","56","560","Laramie County","021","0210","Laramie County",24340,71771
"G5600230","2010","Wyoming","56","560","Lincoln County","023","0230","Lincoln County",4957,15433
"G5600250","2010","Wyoming","56","560","Natrona County","025","0250","Natrona County",19714,57916
"G5600270","2010","Wyoming","56","560","Niobrara County","027","0270","Niobrara County",659,1788
"G5600290","2010","Wyoming","56","560","Park County","029","0290","Park County",7777,21819
"G5600310","2010","Wyoming","56","560","Platte County","031","0310","Platte County",2505,6913
"G5600330","2010","Wyoming","56","560","Sheridan County","033","0330","Sheridan County",7701,21892
"G5600350","2010","Wyoming","56","560","Sublette County","035","0350","Sublette County",2594,7749
"G5600370","2010","Wyoming","56","560","Sweetwater County","037","0370","Sweetwater County",11405,35263
"G5600390","2010","Wyoming","56","560","Teton County","039","0390","Teton County",4938,14289
"G5600410","2010","Wyoming","56","560","Uinta County","041","0410","Uinta County",5577,17817
