GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G2201270","2008-2012","Louisiana","22","220","Winn Parish","127","1270","Winn Parish, Louisiana",33853,3061
"G2300010","2008-2012","Maine","23","230","Androscoggin County","001","0010","Androscoggin County, Maine",44826,1624
"G2300030","2008-2012","Maine","23","230","Aroostook County","003","0030","Aroostook County, Maine",37434,1113
"G2300050","2008-2012","Maine","23","230","Cumberland County","005","0050","Cumberland County, Maine",57159,1167
"G2300070","2008-2012","Maine","23","230","Franklin County","007","0070","Franklin County, Maine",39416,1941
"G2300090","2008-2012","Maine","23","230","Hancock County","009","0090","Hancock County, Maine",48635,2412
"G2300110","2008-2012","Maine","23","230","Kennebec County","011","0110","Kennebec County, Maine",47424,1702
"G2300130","2008-2012","Maine","23","230","Knox County","013","0130","Knox County, Maine",47714,1796
"G2300150","2008-2012","Maine","23","230","Lincoln County","015","0150","Lincoln County, Maine",50494,2816
"G2300170","2008-2012","Maine","23","230","Oxford County","017","0170","Oxford County, Maine",41434,1492
"G2300190","2008-2012","Maine","23","230","Penobscot County","019","0190","Penobscot County, Maine",43382,1045
"G2300210","2008-2012","Maine","23","230","Piscataquis County","021","0210","Piscataquis County, Maine",36606,1236
"G2300230","2008-2012","Maine","23","230","Sagadahoc County","023","0230","Sagadahoc County, Maine",55634,2314
"G2300250","2008-2012","Maine","23","230","Somerset County","025","0250","Somerset County, Maine",38141,1467
"G2300270","2008-2012","Maine","23","230","Waldo County","027","0270","Waldo County, Maine",42238,1676
"G2300290","2008-2012","Maine","23","230","Washington County","029","0290","Washington County, Maine",36486,1479
"G2300310","2008-2012","Maine","23","230","York County","031","0310","York County, Maine",56656,1441
"G2400010","2008-2012","Maryland","24","240","Allegany County","001","0010","Allegany County, Maryland",39087,1341
"G2400030","2008-2012","Maryland","24","240","Anne Arundel County","003","0030","Anne Arundel County, Maryland",86987,1063
"G2400050","2008-2012","Maryland","24","240","Baltimore County","005","0050","Baltimore County, Maryland",66068,751
"G2400090","2008-2012","Maryland","24","240","Calvert County","009","0090","Calvert County, Maryland",92395,3557
"G2400110","2008-2012","Maryland","24","240","Caroline County","011","0110","Caroline County, Maryland",60735,1809
"G2400130","2008-2012","Maryland","24","240","Carroll County","013","0130","Carroll County, Maryland",83155,1624
"G2400150","2008-2012","Maryland","24","240","Cecil County","015","0150","Cecil County, Maryland",66025,2513
"G2400170","2008-2012","Maryland","24","240","Charles County","017","0170","Charles County, Maryland",93063,1923
"G2400190","2008-2012","Maryland","24","240","Dorchester County","019","0190","Dorchester County, Maryland",46199,1816
"G2400210","2008-2012","Maryland","24","240","Frederick County","021","0210","Frederick County, Maryland",83706,1238
"G2400230","2008-2012","Maryland","24","240","Garrett County","023","0230","Garrett County, Maryland",45354,2364
"G2400250","2008-2012","Maryland","24","240","Harford County","025","0250","Harford County, Maryland",80441,1249
"G2400270","2008-2012","Maryland","24","240","Howard County","027","0270","Howard County, Maryland",107821,1590
"G2400290","2008-2012","Maryland","24","240","Kent County","029","0290","Kent County, Maryland",54614,4161
"G2400310","2008-2012","Maryland","24","240","Montgomery County","031","0310","Montgomery County, Maryland",96985,1290
"G2400330","2008-2012","Maryland","24","240","Prince George's County","033","0330","Prince George's County, Maryland",73568,818
"G2400350","2008-2012","Maryland","24","240","Queen Anne's County","035","0350","Queen Anne's County, Maryland",86013,3049
"G2400370","2008-2012","Maryland","24","240","St. Mary's County","037","0370","St. Mary's County, Maryland",85032,1995
"G2400390","2008-2012","Maryland","24","240","Somerset County","039","0390","Somerset County, Maryland",41558,3078
"G2400410","2008-2012","Maryland","24","240","Talbot County","041","0410","Talbot County, Maryland",62942,3260
"G2400430","2008-2012","Maryland","24","240","Washington County","043","0430","Washington County, Maryland",54561,1518
"G2400450","2008-2012","Maryland","24","240","Wicomico County","045","0450","Wicomico County, Maryland",50639,1959
"G2400470","2008-2012","Maryland","24","240","Worcester County","047","0470","Worcester County, Maryland",58138,2234
"G2405100","2008-2012","Maryland","24","240","Baltimore city","510","5100","Baltimore city, Maryland",40803,563
"G2500010","2008-2012","Massachusetts","25","250","Barnstable County","001","0010","Barnstable County, Massachusetts",60424,1478
"G2500030","2008-2012","Massachusetts","25","250","Berkshire County","003","0030","Berkshire County, Massachusetts",47513,1532
"G2500050","2008-2012","Massachusetts","25","250","Bristol County","005","0050","Bristol County, Massachusetts",55995,928
"G2500070","2008-2012","Massachusetts","25","250","Dukes County","007","0070","Dukes County, Massachusetts",65896,5828
"G2500090","2008-2012","Massachusetts","25","250","Essex County","009","0090","Essex County, Massachusetts",66918,856
"G2500110","2008-2012","Massachusetts","25","250","Franklin County","011","0110","Franklin County, Massachusetts",53298,1687
"G2500130","2008-2012","Massachusetts","25","250","Hampden County","013","0130","Hampden County, Massachusetts",49729,934
"G2500150","2008-2012","Massachusetts","25","250","Hampshire County","015","0150","Hampshire County, Massachusetts",61264,1578
"G2500170","2008-2012","Massachusetts","25","250","Middlesex County","017","0170","Middlesex County, Massachusetts",81420,636
"G2500190","2008-2012","Massachusetts","25","250","Nantucket County","019","0190","Nantucket County, Massachusetts",83546,5281
"G2500210","2008-2012","Massachusetts","25","250","Norfolk County","021","0210","Norfolk County, Massachusetts",84087,1309
"G2500230","2008-2012","Massachusetts","25","250","Plymouth County","023","0230","Plymouth County, Massachusetts",74722,1182
"G2500250","2008-2012","Massachusetts","25","250","Suffolk County","025","0250","Suffolk County, Massachusetts",52700,613
"G2500270","2008-2012","Massachusetts","25","250","Worcester County","027","0270","Worcester County, Massachusetts",65968,893
"G2600010","2008-2012","Michigan","26","260","Alcona County","001","0010","Alcona County, Michigan",36931,1315
"G2600030","2008-2012","Michigan","26","260","Alger County","003","0030","Alger County, Michigan",38348,2402
"G2600050","2008-2012","Michigan","26","260","Allegan County","005","0050","Allegan County, Michigan",51030,1108
"G2600070","2008-2012","Michigan","26","260","Alpena County","007","0070","Alpena County, Michigan",38900,1565
"G2600090","2008-2012","Michigan","26","260","Antrim County","009","0090","Antrim County, Michigan",43171,1394
"G2600110","2008-2012","Michigan","26","260","Arenac County","011","0110","Arenac County, Michigan",36937,1459
"G2600130","2008-2012","Michigan","26","260","Baraga County","013","0130","Baraga County, Michigan",39594,3149
"G2600150","2008-2012","Michigan","26","260","Barry County","015","0150","Barry County, Michigan",53541,1921
"G2600170","2008-2012","Michigan","26","260","Bay County","017","0170","Bay County, Michigan",46068,1177
"G2600190","2008-2012","Michigan","26","260","Benzie County","019","0190","Benzie County, Michigan",47491,1361
"G2600210","2008-2012","Michigan","26","260","Berrien County","021","0210","Berrien County, Michigan",43471,869
"G2600230","2008-2012","Michigan","26","260","Branch County","023","0230","Branch County, Michigan",42995,1370
"G2600250","2008-2012","Michigan","26","260","Calhoun County","025","0250","Calhoun County, Michigan",42164,1077
"G2600270","2008-2012","Michigan","26","260","Cass County","027","0270","Cass County, Michigan",45462,1675
"G2600290","2008-2012","Michigan","26","260","Charlevoix County","029","0290","Charlevoix County, Michigan",47177,1677
"G2600310","2008-2012","Michigan","26","260","Cheboygan County","031","0310","Cheboygan County, Michigan",38166,1396
"G2600330","2008-2012","Michigan","26","260","Chippewa County","033","0330","Chippewa County, Michigan",41114,1529
"G2600350","2008-2012","Michigan","26","260","Clare County","035","0350","Clare County, Michigan",33334,1294
"G2600370","2008-2012","Michigan","26","260","Clinton County","037","0370","Clinton County, Michigan",58231,1783
"G2600390","2008-2012","Michigan","26","260","Crawford County","039","0390","Crawford County, Michigan",39982,2104
"G2600410","2008-2012","Michigan","26","260","Delta County","041","0410","Delta County, Michigan",42504,2100
"G2600430","2008-2012","Michigan","26","260","Dickinson County","043","0430","Dickinson County, Michigan",44272,1944
"G2600450","2008-2012","Michigan","26","260","Eaton County","045","0450","Eaton County, Michigan",55301,1116
"G2600470","2008-2012","Michigan","26","260","Emmet County","047","0470","Emmet County, Michigan",50686,1953
"G2600490","2008-2012","Michigan","26","260","Genesee County","049","0490","Genesee County, Michigan",42730,708
"G2600510","2008-2012","Michigan","26","260","Gladwin County","051","0510","Gladwin County, Michigan",38571,1332
"G2600530","2008-2012","Michigan","26","260","Gogebic County","053","0530","Gogebic County, Michigan",34397,1644
"G2600550","2008-2012","Michigan","26","260","Grand Traverse County","055","0550","Grand Traverse County, Michigan",51641,1479
"G2600570","2008-2012","Michigan","26","260","Gratiot County","057","0570","Gratiot County, Michigan",40224,2112
"G2600590","2008-2012","Michigan","26","260","Hillsdale County","059","0590","Hillsdale County, Michigan",42668,1373
"G2600610","2008-2012","Michigan","26","260","Houghton County","061","0610","Houghton County, Michigan",34453,1455
"G2600630","2008-2012","Michigan","26","260","Huron County","063","0630","Huron County, Michigan",40349,1278
"G2600650","2008-2012","Michigan","26","260","Ingham County","065","0650","Ingham County, Michigan",45567,809
"G2600670","2008-2012","Michigan","26","260","Ionia County","067","0670","Ionia County, Michigan",47580,2278
"G2600690","2008-2012","Michigan","26","260","Iosco County","069","0690","Iosco County, Michigan",35396,1632
"G2600710","2008-2012","Michigan","26","260","Iron County","071","0710","Iron County, Michigan",35551,2403
"G2600730","2008-2012","Michigan","26","260","Isabella County","073","0730","Isabella County, Michigan",35927,1144
"G2600750","2008-2012","Michigan","26","260","Jackson County","075","0750","Jackson County, Michigan",46572,1195
"G2600770","2008-2012","Michigan","26","260","Kalamazoo County","077","0770","Kalamazoo County, Michigan",46011,1043
"G2600790","2008-2012","Michigan","26","260","Kalkaska County","079","0790","Kalkaska County, Michigan",39849,2052
"G2600810","2008-2012","Michigan","26","260","Kent County","081","0810","Kent County, Michigan",51030,607
"G2600830","2008-2012","Michigan","26","260","Keweenaw County","083","0830","Keweenaw County, Michigan",42406,3076
"G2600850","2008-2012","Michigan","26","260","Lake County","085","0850","Lake County, Michigan",30390,1266
"G2600870","2008-2012","Michigan","26","260","Lapeer County","087","0870","Lapeer County, Michigan",52369,1188
"G2600890","2008-2012","Michigan","26","260","Leelanau County","089","0890","Leelanau County, Michigan",53982,2471
"G2600910","2008-2012","Michigan","26","260","Lenawee County","091","0910","Lenawee County, Michigan",48528,1475
"G2600930","2008-2012","Michigan","26","260","Livingston County","093","0930","Livingston County, Michigan",72396,1304
"G2600950","2008-2012","Michigan","26","260","Luce County","095","0950","Luce County, Michigan",42414,3857
"G2600970","2008-2012","Michigan","26","260","Mackinac County","097","0970","Mackinac County, Michigan",38507,1640
"G2600990","2008-2012","Michigan","26","260","Macomb County","099","0990","Macomb County, Michigan",53628,661
"G2601010","2008-2012","Michigan","26","260","Manistee County","101","1010","Manistee County, Michigan",41228,987
"G2601030","2008-2012","Michigan","26","260","Marquette County","103","1030","Marquette County, Michigan",45349,1379
"G2601050","2008-2012","Michigan","26","260","Mason County","105","1050","Mason County, Michigan",40957,1443
"G2601070","2008-2012","Michigan","26","260","Mecosta County","107","1070","Mecosta County, Michigan",38332,1468
"G2601090","2008-2012","Michigan","26","260","Menominee County","109","1090","Menominee County, Michigan",40865,1856
"G2601110","2008-2012","Michigan","26","260","Midland County","111","1110","Midland County, Michigan",52947,1711
"G2601130","2008-2012","Michigan","26","260","Missaukee County","113","1130","Missaukee County, Michigan",40406,1682
"G2601150","2008-2012","Michigan","26","260","Monroe County","115","1150","Monroe County, Michigan",54588,1350
"G2601170","2008-2012","Michigan","26","260","Montcalm County","117","1170","Montcalm County, Michigan",40707,970
"G2601190","2008-2012","Michigan","26","260","Montmorency County","119","1190","Montmorency County, Michigan",34955,2013
"G2601210","2008-2012","Michigan","26","260","Muskegon County","121","1210","Muskegon County, Michigan",40843,813
"G2601230","2008-2012","Michigan","26","260","Newaygo County","123","1230","Newaygo County, Michigan",43180,1331
"G2601250","2008-2012","Michigan","26","260","Oakland County","125","1250","Oakland County, Michigan",65637,715
"G2601270","2008-2012","Michigan","26","260","Oceana County","127","1270","Oceana County, Michigan",39667,1842
"G2601290","2008-2012","Michigan","26","260","Ogemaw County","129","1290","Ogemaw County, Michigan",35320,1698
"G2601310","2008-2012","Michigan","26","260","Ontonagon County","131","1310","Ontonagon County, Michigan",33769,2012
"G2601330","2008-2012","Michigan","26","260","Osceola County","133","1330","Osceola County, Michigan",37825,1344
"G2601350","2008-2012","Michigan","26","260","Oscoda County","135","1350","Oscoda County, Michigan",33942,2296
"G2601370","2008-2012","Michigan","26","260","Otsego County","137","1370","Otsego County, Michigan",47140,2155
"G2601390","2008-2012","Michigan","26","260","Ottawa County","139","1390","Ottawa County, Michigan",55760,1019
"G2601410","2008-2012","Michigan","26","260","Presque Isle County","141","1410","Presque Isle County, Michigan",39109,1334
"G2601430","2008-2012","Michigan","26","260","Roscommon County","143","1430","Roscommon County, Michigan",34765,1861
"G2601450","2008-2012","Michigan","26","260","Saginaw County","145","1450","Saginaw County, Michigan",42828,720
"G2601470","2008-2012","Michigan","26","260","St. Clair County","147","1470","St. Clair County, Michigan",47877,1066
